1000_GRAIN_WEIGHT,PLANT_HEIGHT,LODGING_PERCENT_HARVESTED_AREA,AGRONOMIC_SCORE,DAYS_TO_HEADING,RELATIVE_MATURITY,LEAF_RUST,STRIPE_RUST_ON_LEAF,SELECTED_CHECK_MARK,STEM_RUST,DAYS_TO_MATURITY,SEPTORIA_SPECIES,TEST_WEIGHT,GRAIN_PROTEIN,GRAIN_SDS_SEDIMENTATION,SEDIMENTATION_INDEX,YELLOW_COLOR_VALUE,FUSARIUM_SPP,OTHER_UNIDENTIFIED_FOLIAR_BLIGHTS,GRAINS_SPIKE,MOISTURE_PERCENTAGE,SPIKE_LENGTH,TILLERS_BY_METER,POWDERY_MILDEW,GLUTEN_CONTENT,GRAIN_YIELD
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.5,6.4,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.5,6.4,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.5,7.2,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.5,7.2,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.8,6.4,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.8,6.4,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.8,7.2,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.8,7.2,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.5,6.4,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.5,6.4,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.5,7.2,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.5,7.2,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,50,11.8,6.4,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,50,11.8,6.4,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,50,11.8,7.2,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,50,11.8,7.2,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,50,11.5,6.4,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,50,11.5,6.4,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,50,11.5,7.2,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,50,11.5,7.2,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,39,11.8,6.4,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,39,11.8,6.4,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,39,11.8,7.2,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,39,11.8,7.2,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,39,11.5,6.4,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,39,11.5,6.4,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,39,11.5,7.2,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,8,39,11.5,7.2,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,50,11.8,6.4,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,50,11.8,6.4,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,50,11.8,7.2,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,50,11.8,7.2,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,50,11.5,6.4,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,50,11.5,6.4,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,50,11.5,7.2,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,50,11.5,7.2,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,39,11.8,6.4,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,39,11.8,6.4,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,39,11.8,7.2,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,39,11.8,7.2,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,39,11.5,6.4,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,39,11.5,6.4,252,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,39,11.5,7.2,322,,,4
42,85,20,4,87,,,,,,124,,,,,,,,4,39,11.5,7.2,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,50,11.8,6.4,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,50,11.8,6.4,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,50,11.8,7.2,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,50,11.8,7.2,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,50,11.5,6.4,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,50,11.5,6.4,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,50,11.5,7.2,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,50,11.5,7.2,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,39,11.8,6.4,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,39,11.8,6.4,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,39,11.8,7.2,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,39,11.8,7.2,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,39,11.5,6.4,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,39,11.5,6.4,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,39,11.5,7.2,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,8,39,11.5,7.2,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,50,11.8,6.4,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,50,11.8,6.4,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,50,11.8,7.2,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,50,11.8,7.2,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,50,11.5,6.4,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,50,11.5,6.4,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,50,11.5,7.2,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,50,11.5,7.2,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,39,11.8,6.4,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,39,11.8,6.4,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,39,11.8,7.2,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,39,11.8,7.2,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,39,11.5,6.4,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,39,11.5,6.4,252,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,39,11.5,7.2,322,,,4
42,85,20,4,87,,,,,,121,,,,,,,,4,39,11.5,7.2,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,50,11.8,6.4,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,50,11.8,6.4,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,50,11.8,7.2,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,50,11.8,7.2,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,50,11.5,6.4,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,50,11.5,6.4,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,50,11.5,7.2,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,50,11.5,7.2,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,39,11.8,6.4,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,39,11.8,6.4,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,39,11.8,7.2,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,39,11.8,7.2,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,39,11.5,6.4,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,39,11.5,6.4,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,39,11.5,7.2,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,8,39,11.5,7.2,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,50,11.8,6.4,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,50,11.8,6.4,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,50,11.8,7.2,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,50,11.8,7.2,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,50,11.5,6.4,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,50,11.5,6.4,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,50,11.5,7.2,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,50,11.5,7.2,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,39,11.8,6.4,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,39,11.8,6.4,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,39,11.8,7.2,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,39,11.8,7.2,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,39,11.5,6.4,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,39,11.5,6.4,252,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,39,11.5,7.2,322,,,4
42,85,20,4,86,,,,,,124,,,,,,,,4,39,11.5,7.2,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,50,11.8,6.4,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,50,11.8,6.4,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,50,11.8,7.2,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,50,11.8,7.2,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,50,11.5,6.4,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,50,11.5,6.4,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,50,11.5,7.2,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,50,11.5,7.2,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,39,11.8,6.4,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,39,11.8,6.4,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,39,11.8,7.2,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,39,11.8,7.2,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,39,11.5,6.4,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,39,11.5,6.4,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,39,11.5,7.2,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,8,39,11.5,7.2,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.8,6.4,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.8,6.4,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.8,7.2,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.8,7.2,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.5,6.4,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.5,6.4,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.5,7.2,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,50,11.5,7.2,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.8,6.4,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.8,6.4,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.8,7.2,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.8,7.2,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.5,6.4,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.5,6.4,252,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.5,7.2,322,,,4
42,85,20,4,86,,,,,,121,,,,,,,,4,39,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,50,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,50,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,50,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,50,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,50,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,50,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,50,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,50,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,39,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,39,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,39,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,39,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,39,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,39,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,39,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,4,39,11.5,7.2,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,50,11.8,6.4,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,50,11.8,6.4,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,50,11.8,7.2,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,50,11.8,7.2,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,50,11.5,6.4,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,50,11.5,6.4,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,50,11.5,7.2,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,50,11.5,7.2,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,39,11.8,6.4,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,39,11.8,6.4,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,39,11.8,7.2,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,39,11.8,7.2,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,39,11.5,6.4,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,39,11.5,6.4,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,39,11.5,7.2,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,8,39,11.5,7.2,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,50,11.8,6.4,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,50,11.8,6.4,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,50,11.8,7.2,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,50,11.8,7.2,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,50,11.5,6.4,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,50,11.5,6.4,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,50,11.5,7.2,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,50,11.5,7.2,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,39,11.8,6.4,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,39,11.8,6.4,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,39,11.8,7.2,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,39,11.8,7.2,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,39,11.5,6.4,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,39,11.5,6.4,252,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,39,11.5,7.2,322,,,4
42,88.6,0,4,86,,,,,,124,,,,,,,,4,39,11.5,7.2,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,50,11.8,6.4,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,50,11.8,6.4,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,50,11.8,7.2,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,50,11.8,7.2,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,50,11.5,6.4,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,50,11.5,6.4,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,50,11.5,7.2,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,50,11.5,7.2,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,39,11.8,6.4,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,39,11.8,6.4,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,39,11.8,7.2,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,39,11.8,7.2,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,39,11.5,6.4,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,39,11.5,6.4,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,39,11.5,7.2,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,8,39,11.5,7.2,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,50,11.8,6.4,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,50,11.8,6.4,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,50,11.8,7.2,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,50,11.8,7.2,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,50,11.5,6.4,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,50,11.5,6.4,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,50,11.5,7.2,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,50,11.5,7.2,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,39,11.8,6.4,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,39,11.8,6.4,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,39,11.8,7.2,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,39,11.8,7.2,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,39,11.5,6.4,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,39,11.5,6.4,252,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,39,11.5,7.2,322,,,4
42,88.6,0,4,86,,,,,,121,,,,,,,,4,39,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,50,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,8,39,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,50,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,124,,,,,,,,4,39,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,50,11.5,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.8,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.8,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.8,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.8,7.2,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.5,6.4,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.5,6.4,252,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.5,7.2,322,,,4
42,88.6,0,4,87,,,,,,121,,,,,,,,8,39,11.5,7.2,252,,,4
